"peak","accessibility_score"
"chr3-47512578-47514192",411
"chr3-182792308-182795844",411
"chr5-177309354-177313278",411
"chr5-180493785-180495364",411
"chr6-38638783-38640922",411
"chr6-63635133-63637080",411
"chr7-101243796-101245568",411
"chrX-24053459-24055425",411
"chr1-157137075-157139457",410
"chr1-181104423-181106220",410
"chr10-124740112-124744989",410
"chr11-65870238-65874314",410
"chr12-120200492-120202371",410
"chr14-54900673-54903591",410
"chr16-89506842-89509310",410
"chr18-74495350-74497174",410
"chr19-41363101-41365075",410
"chr19-45442465-45445057",410
"chr2-48440009-48441618",410
"chr22-38313313-38318732",410
"chr3-52685189-52686619",410
"chr4-25913076-25914883",410
"chr4-87005534-87008174",410
"chr4-102868118-102869994",410
"chr5-69217207-69218680",410
"chr6-30570492-30572106",410
"chr6-34391017-34394047",410
"chr7-67301916-67303448",410
"chr1-9822778-9826136",409
"chr1-171484720-171486645",409
"chr10-15096466-15098209",409
"chr10-97686384-97688336",409
"chr10-101059924-101063943",409
"chr11-841878-846986",409
"chr11-47641857-47643183",409
"chr11-119017435-119019667",409
"chr15-58770429-58772384",409
"chr15-89087552-89089344",409
"chr16-4424883-4426537",409
"chr16-77190136-77192006",409
"chr17-58082670-58085105",409
"chr17-75046214-75048069",409
"chr19-2949935-2951442",409
"chr19-4401760-4403486",409
"chr19-15331007-15334501",409
"chr19-39969483-39971822",409
"chr19-45994683-45996034",409
"chr20-2872035-2874621",409
"chr4-139082560-139084926",409
"chr5-176446969-176449193",409
"chr6-26215473-26217720",409
"chr6-43427017-43428479",409
"chr6-144094678-144096622",409
"chr9-100098098-100100011",409
"chr1-1398446-1400684",408
"chr1-32393783-32395329",408
"chr10-37975316-37977245",408
"chr10-38010067-38011541",408
"chr12-131948481-131950881",408
"chr15-73631991-73634133",408
"chr15-92902640-92905103",408
"chr16-67028355-67030373",408
"chr17-47188170-47189958",408
"chr17-55419957-55422445",408
"chr19-35140622-35145422",408
"chr2-159711789-159713449",408
"chr20-44884626-44886627",408
"chr21-29024039-29025587",408
"chr22-23893509-23895945",408
"chr3-53160389-53163843",408
"chr5-39072890-39075347",408
"chr8-6707631-6709486",408
"chr9-113409809-113411751",408
"chr1-100350957-100353703",407
"chr10-104268192-104269782",407
"chr11-74170241-74171862",407
"chr12-12560741-12563401",407
"chr16-8962070-8964664",407
"chr17-81682813-81684679",407
"chr2-201450879-201452544",407
"chr20-25389631-25391382",407
"chr3-105366058-105370159",407
"chr4-1855155-1857683",407
"chr7-99407723-99409810",407
"chr8-38899688-38902627",407
"chr9-91422588-91425433",407
"chr1-7960847-7962358",406
"chr1-151789903-151791731",406
"chr1-192807022-192810595",406
"chr10-96585615-96588319",406
"chr11-62611520-62613868",406
"chr11-119205014-119207795",406
"chr13-23374846-23376205",406
"chr15-50906865-50909366",406
"chr2-98730071-98732197",406
"chr2-113755668-113757556",406
"chr22-46148879-46152033",406
"chr3-196567942-196569588",406
"chr4-703931-706471",406
"chr6-81751428-81754508",406
"chr8-22596931-22601605",406
"chr9-98055992-98057826",406
"chr9-129623370-129627400",406
"chr1-33126777-33128813",405
"chr1-117366023-117368878",405
"chr11-111926337-111927803",405
"chr12-8948566-8952211",405
"chr12-122077972-122080946",405
"chr13-42271191-42273133",405
"chr14-21476305-21477940",405
"chr16-88569441-88571184",405
"chr17-978356-981475",405
"chr18-23502726-23505905",405
"chr19-15835838-15837720",405
"chr19-55604429-55606732",405
"chr2-63840076-63842831",405
"chr20-23357305-23358871",405
"chr22-28741364-28742932",405
"chr22-41935645-41941883",405
"chr3-43621201-43622851",405
"chr3-52277285-52279981",405
"chr3-196941494-196943434",405
"chr4-98260086-98262772",405
"chr5-471923-476192",405
"chr6-144062868-144065231",405
"chr8-73877110-73880622",405
"chrX-40094269-40099960",405
"chrX-53421752-53423461",405
"chr1-28736241-28738083",404
"chr1-151005826-151009307",404
"chr1-227786909-227790085",404
"chr10-6200526-6204640",404
"chr10-73873244-73875685",404
"chr12-14365131-14367752",404
"chr12-53078629-53080131",404
"chr12-54324373-54325586",404
"chr12-123383349-123384931",404
"chr13-48531573-48533805",404
"chr13-52454376-52456236",404
"chr14-102507528-102511239",404
"chr15-31262954-31267213",404
"chr16-71807964-71810452",404
"chr17-35087803-35090287",404
"chr17-39400813-39402916",404
"chr17-42997619-42999251",404
"chr17-64019564-64021490",404
"chr18-21740176-21742070",404
"chr18-54268831-54270705",404
"chr19-510363-513174",404
"chr2-61763608-61764957",404
"chr2-62704872-62706574",404
"chr2-127525502-127527631",404
"chr2-190407033-190409318",404
"chr20-33810802-33813111",404
"chr20-38804535-38808056",404
"chr3-9749208-9751001",404
"chr3-23916355-23918082",404
"chr3-51384194-51386015",404
"chr4-13483538-13485442",404
"chr5-6632418-6634616",404
"chr5-134904219-134906254",404
"chr6-36984700-36987118",404
"chr7-100126240-100128482",404
"chr8-11454045-11458442",404
"chr8-66112573-66114957",404
"chr8-124997626-124999722",404
"chr1-109482820-109484801",403
"chr1-151346086-151347959",403
"chr1-248857514-248859918",403
"chr10-102151568-102153028",403
"chr11-34356633-34359734",403
"chr11-117985576-117988711",403
"chr12-8026014-8027688",403
"chr12-131928331-131930656",403
"chr13-48302922-48305031",403
"chr14-21103264-21104918",403
"chr14-73057874-73059565",403
"chr14-102138953-102140886",403
"chr16-1705186-1707702",403
"chr17-3635682-3637365",403
"chr18-54223015-54225209",403
"chr2-25672575-25674369",403
"chr2-63587859-63589551",403
"chr20-5119020-5120552",403
"chr20-57396998-57401745",403
"chr3-39383059-39384803",403
"chr3-122793220-122796145",403
"chr3-184360902-184364114",403
"chr4-55545055-55547623",403
"chr7-27662083-27663783",403
"chr7-65037589-65039233",403
"chr7-158704260-158705732",403
"chr8-43139699-43142427",403
"chr1-43366406-43368956",402
"chr1-89632255-89634581",402
"chr1-167713179-167716928",402
"chr1-224182076-224184277",402
"chr10-123007711-123009911",402
"chr11-66256608-66259014",402
"chr12-113184441-113186823",402
"chr14-92105637-92107216",402
"chr15-101250522-101252791",402
"chr17-7349639-7352899",402
"chr17-50344886-50347453",402
"chr20-41617481-41619417",402
"chr5-14869715-14873158",402
"chr6-35467592-35470797",402
"chr7-149146347-149148678",402
"chr10-78302635-78304913",401
"chr11-66842360-66844222",401
"chr12-98502592-98504801",401
"chr12-120902914-120905017",401
"chr14-75660124-75661886",401
"chr15-25437850-25439806",401
"chr15-52018602-52020578",401
"chr17-46266097-46268175",401
"chr19-32404796-32406540",401
"chr2-62195087-62198586",401
"chr20-35276567-35279159",401
"chr20-45362554-45364387",401
"chr3-14177615-14179274",401
"chr3-49339184-49341323",401
"chr4-82889928-82891940",401
"chr6-41786158-41788250",401
"chr7-6373099-6376142",401
"chr7-87875279-87877324",401
"chr7-148697384-148700886",401
"chr9-134324229-134327954",401
"chr10-75110906-75112775",400
"chr11-111878452-111879978",400
"chr12-14957856-14962585",400
"chr12-49108790-49111445",400
"chr14-81533249-81534409",400
"chr14-96501313-96503447",400
"chr15-52677626-52680033",400
"chr16-75432688-75434797",400
"chr17-77372088-77377034",400
"chr17-80145287-80148184",400
"chr18-36128485-36130475",400
"chr19-42323635-42326558",400
"chr19-49868897-49870701",400
"chr19-58278112-58279762",400
"chr20-50509743-50511505",400
"chr20-59041967-59044048",400
"chr22-39318679-39320573",400
"chr3-128680191-128681710",400
"chr3-197749065-197751799",400
"chr4-8156859-8159939",400
"chr4-17809918-17811592",400
"chr4-139300594-139302778",400
"chr5-131262974-131265854",400
"chr5-178203760-178206725",400
"chr6-11092972-11094895",400
"chr7-66739810-66741700",400
"chr9-127776064-127781421",400
"chr1-145977403-145981316",399
"chr10-86520808-86522723",399
"chr10-119079662-119081634",399
"chr11-68271056-68272888",399
"chr13-31199458-31201111",399
"chr14-87992157-87993809",399
"chr16-88633274-88643113",399
"chr17-64145226-64147507",399
"chr17-81890650-81892576",399
"chr19-7533323-7536512",399
"chr19-46785973-46789151",399
"chr2-226835275-226836931",399
"chr3-19946367-19948294",399
"chr3-152268216-152270587",399
"chr3-155853582-155855386",399
"chr4-153465142-153469459",399
"chr5-138352136-138354066",399
"chr7-106111277-106113094",399
"chr7-150378073-150380263",399
"chr8-109333329-109335048",399
"chr1-156337655-156339150",398
"chr10-63132698-63134256",398
"chr10-122373858-122375886",398
"chr15-43510056-43511985",398
"chr15-75638447-75641320",398
"chr17-7241662-7243629",398
"chr19-19617929-19619831",398
"chr19-43503307-43505353",398
"chr20-41316722-41318365",398
"chr5-179803159-179808057",398
"chr6-90294506-90298245",398
"chr9-95874685-95876623",398
"chr9-137422462-137425197",398
"chr1-23798689-23802051",397
"chr1-25996889-25998936",397
"chr1-28884691-28888366",397
"chr1-160261409-160263476",397
"chr1-248825349-248827170",397
"chr10-68900432-68901987",397
"chr11-83285366-83286941",397
"chr12-67647317-67651730",397
"chr15-42574872-42576424",397
"chr15-82809054-82811581",397
"chr2-218216489-218219292",397
"chr21-32726948-32729133",397
"chr3-195257415-195261191",397
"chr5-96807069-96808823",397
"chr5-140112971-140115321",397
"chr6-109453722-109456545",397
"chr7-100148111-100149837",397
"chr8-60651511-60654272",397
"chr9-129457981-129461331",397
"chr1-40257241-40258756",396
"chr1-86703795-86705963",396
"chr10-102449333-102451717",396
"chr11-76233810-76236733",396
"chr12-79933815-79936042",396
"chr12-108856090-108858827",396
"chr13-72726746-72728465",396
"chr14-73784028-73788591",396
"chr16-30525059-30528208",396
"chr17-27293352-27295471",396
"chr18-32017947-32020686",396
"chr19-18587826-18591011",396
"chr19-41305982-41310849",396
"chr19-49468248-49471047",396
"chr2-85886481-85890020",396
"chr2-121529826-121531761",396
"chr2-186485486-186487205",396
"chr2-231513916-231515276",396
"chr4-15653672-15656267",396
"chr5-173887449-173889105",396
"chr6-37048630-37052378",396
"chr6-52284166-52285632",396
"chr1-33348675-33350746",395
"chr1-84689683-84691224",395
"chr1-198156076-198159617",395
"chr11-62786213-62788189",395
"chr12-56188170-56190716",395
"chr15-22837777-22840317",395
"chr16-30429061-30430823",395
"chr17-50094144-50096526",395
"chr17-62477679-62480026",395
"chr2-42359817-42362358",395
"chr2-119759116-119760643",395
"chr22-20916647-20918606",395
"chr22-37281738-37285642",395
"chr3-51390531-51392520",395
"chr3-120741835-120743340",395
"chr3-197297230-197299478",395
"chr6-134173891-134176749",395
"chr8-23528145-23530298",395
"chr9-137549826-137552672",395
"chr1-111202598-111206191",394
"chr1-231336963-231339010",394
"chr10-14877834-14879981",394
"chr11-78187556-78190062",394
"chr12-9756757-9761958",394
"chr14-24159931-24163236",394
"chr14-50311445-50313207",394
"chr15-44662334-44664563",394
"chr16-29594247-29595921",394
"chr17-1561581-1563479",394
"chr17-7021726-7024886",394
"chr19-17304889-17306617",394
"chr19-18571078-18572613",394
"chr2-27355943-27357597",394
"chr2-172555218-172557018",394
"chr20-1466164-1468203",394
"chr22-41468126-41469780",394
"chr22-41919118-41927485",394
"chr22-42648141-42650195",394
"chr22-50183744-50187702",394
"chr3-52535818-52537837",394
"chr5-1799024-1801978",394
"chr5-134111621-134116422",394
"chr7-1159763-1161142",394
"chr7-157138181-157140443",394
"chr8-38786606-38788621",394
"chr9-34457490-34459222",394
"chr9-124861024-124862940",394
"chrX-153469783-153471405",394
"chr1-203286200-203288420",393
"chr1-248905651-248907221",393
"chr11-6611349-6613162",393
"chr12-57430030-57431610",393
"chr13-102845145-102847945",393
"chr15-41283301-41285160",393
"chr19-10332528-10334136",393
"chr2-69642056-69646336",393
"chr22-21641324-21643470",393
"chr3-129277909-129280145",393
"chr4-3291636-3295114",393
"chr5-139402550-139404845",393
"chr6-33199669-33201585",393
"chr9-121368701-121370943",393
"chr9-128158985-128161101",393
"chr1-9538840-9540577",392
"chr1-182838705-182840526",392
"chr10-68955385-68957584",392
"chr11-64799517-64804275",392
"chr11-68212357-68215511",392
"chr12-120468196-120470471",392
"chr13-29848613-29851179",392
"chr14-54563969-54568395",392
"chr15-31338388-31349588",392
"chr15-42272759-42275402",392
"chr16-3149363-3151409",392
"chr17-76381303-76386565",392
"chr19-17859333-17860522",392
"chr19-58400241-58402238",392
"chr20-58388606-58390138",392
"chr21-41361346-41363098",392
"chr22-31495838-31497807",392
"chr22-49825649-49830315",392
"chr4-73257124-73260135",392
"chr5-14663678-14666396",392
"chr6-14117043-14119111",392
"chr6-34887317-34890896",392
"chr7-144834657-144836588",392
"chr1-27631008-27637385",391
"chr1-54404902-54408679",391
"chr1-58545683-58547175",391
"chr1-111754867-111756550",391
"chr12-50166530-50168041",391
"chr14-21455157-21456929",391
"chr14-55050923-55052665",391
"chr15-78437354-78439244",391
"chr16-48384001-48386250",391
"chr16-84616491-84619011",391
"chr17-28643930-28645941",391
"chr17-75524244-75526799",391
"chr18-3593330-3597095",391
"chr2-70190001-70191542",391
"chr2-85326303-85328708",391
"chr2-108533585-108535360",391
"chr2-241354578-241357173",391
"chr20-3795315-3800162",391
"chr22-50198085-50202162",391
"chr4-151098180-151100426",391
"chr6-30741937-30744926",391
"chr6-34695539-34697635",391
"chr1-9588201-9590003",390
"chr1-51234737-51237507",390
"chr10-12128922-12130683",390
"chr10-30432776-30435510",390
"chr11-69047785-69051851",390
"chr11-72735641-72740414",390
"chr13-110705494-110707261",390
"chr16-28845406-28847394",390
"chr17-37358318-37359990",390
"chr17-60676911-60678449",390
"chr18-63421522-63423423",390
"chr2-99140611-99142161",390
"chr6-96923714-96925439",390
"chr7-601254-605391",390
"chr7-33061999-33063636",390
"chrX-40734905-40736593",390
"chr1-16903708-16905834",389
"chr1-36155097-36158429",389
"chr1-109040845-109042727",389
"chr1-230977087-230979709",389
"chr10-101353474-101354868",389
"chr11-35082219-35084314",389
"chr12-49827256-49829225",389
"chr12-53625723-53626975",389
"chr14-56117587-56120485",389
"chr15-90934087-90936046",389
"chr16-46972390-46974737",389
"chr19-12890318-12891900",389
"chr19-44954340-44956001",389
"chr19-47047516-47049323",389
"chr2-238202575-238204419",389
"chr21-31730816-31733252",389
"chr22-42269304-42271304",389
"chr3-12662545-12664922",389
"chr3-100260291-100261699",389
"chr3-184185456-184186907",389
"chr3-195269737-195272110",389
"chr3-196739483-196741530",389
"chr3-197554202-197556429",389
"chr6-116570717-116572325",389
"chr8-11801912-11803592",389
"chr9-109118796-109120474",389
"chr1-150972143-150975628",388
"chr1-225777004-225778594",388
"chr10-45671954-45673435",388
"chr11-68036301-68041216",388
"chr12-59595491-59597942",388
"chr12-109878773-109881236",388
"chr12-118371364-118373566",388
"chr12-120116094-120117852",388
"chr16-81095635-81097061",388
"chr17-63826397-63828092",388
"chr17-64776542-64782250",388
"chr19-18542487-18544600",388
"chr2-219541478-219544624",388
"chr20-46088981-46090503",388
"chr3-40308881-40310651",388
"chr3-140941247-140943035",388
"chr3-186782635-186784656",388
"chr5-80654091-80655569",388
"chr5-115841101-115842880",388
"chr5-123422438-123424234",388
"chr7-100434788-100437252",388
"chr8-42842394-42843892",388
"chr8-141305795-141309297",388
"chr1-2193550-2195968",387
"chr1-9651252-9655773",387
"chr1-25819126-25821650",387
"chr1-26286905-26291269",387
"chr10-8053124-8057563",387
"chr13-29594269-29596290",387
"chr15-40322787-40325038",387
"chr15-82044297-82047901",387
"chr17-76670361-76672584",387
"chr17-79074227-79075915",387
"chr17-81551281-81554223",387
"chr19-12550823-12552296",387
"chr19-45496156-45499797",387
"chr2-3557685-3559229",387
"chr2-20650286-20651976",387
"chr2-206158836-206160545",387
"chr20-44965873-44968653",387
"chr22-19853583-19856211",387
"chr3-101573312-101575212",387
"chr3-195542023-195545069",387
"chr5-146446702-146448127",387
"chr6-137217743-137219969",387
"chr6-149544875-149546827",387
"chr7-149771139-149774937",387
"chr9-120924803-120929766",387
"chr1-11011694-11013516",386
"chr1-193058354-193060272",386
"chr10-58383934-58386145",386
"chr11-9313883-9315381",386
"chr15-41331810-41333854",386
"chr15-52527934-52529983",386
"chr15-62059574-62061568",386
"chr16-20740261-20742286",386
"chr17-82234295-82242524",386
"chr17-82647459-82650462",386
"chr19-16571164-16573283",386
"chr2-69828925-69830770",386
"chr2-144331334-144333189",386
"chr20-34676307-34677934",386
"chr3-72996251-72998042",386
"chr4-1683232-1685774",386
"chr5-79235219-79238071",386
"chr6-109440000-109444231",386
"chr8-9555363-9556917",386
"chr9-137187704-137189834",386
"chrX-1660976-1662369",386
"chrX-154546325-154548240",386
"chr1-23979659-23981168",385
"chr1-35930076-35931993",385
"chr1-155050252-155053372",385
"chr1-161398861-161400655",385
"chr1-224432638-224435771",385
"chr10-43454838-43456555",385
"chr10-71745571-71751194",385
"chr10-91220073-91221578",385
"chr11-61429091-61430678",385
"chr11-64758471-64768489",385
"chr11-66001571-66003317",385
"chr12-53370597-53372708",385
"chr12-121888227-121889421",385
"chr13-52651867-52653393",385
"chr16-787016-789695",385
"chr16-19554882-19556607",385
"chr16-30557053-30559074",385
"chr19-17266454-17267889",385
"chr2-10811665-10813560",385
"chr2-42168661-42170583",385
"chr20-36949489-36952375",385
"chr3-66997524-66999134",385
"chr3-196080824-196082946",385
"chr5-142108182-142110645",385
"chr5-151080121-151082414",385
"chr6-111258717-111260139",385
"chr7-151339485-151342883",385
"chr9-127769854-127772203",385
"chr1-50959335-50960924",384
"chr10-73771507-73773825",384
"chr10-110304160-110306585",384
"chr11-1388258-1391603",384
"chr11-17275473-17277653",384
"chr11-74492672-74494348",384
"chr12-6942968-6945087",384
"chr12-111841372-111843122",384
"chr13-44917389-44919023",384
"chr13-48037239-48039008",384
"chr15-40104716-40109653",384
"chr15-56917650-56920264",384
"chr16-81076303-81077905",384
"chr19-3626177-3627602",384
"chr2-64142958-64144946",384
"chr2-96866287-96871311",384
"chr2-241686211-241687690",384
"chr20-33685216-33687687",384
"chr22-21866280-21868538",384
"chr3-14401894-14404011",384
"chr3-18443285-18446368",384
"chr5-69093400-69094916",384
"chr6-45376955-45378741",384
"chr6-144149702-144153727",384
"chr8-133497978-133501486",384
"chr1-154181888-154183858",383
"chr11-16737818-16739613",383
"chr12-69738247-69740168",383
"chr13-77325277-77327586",383
"chr15-60396914-60399482",383
"chr17-42286373-42290230",383
"chr19-14689165-14690607",383
"chr19-58361837-58363342",383
"chr2-9422299-9424527",383
"chr2-9554800-9556736",383
"chr2-191013023-191015034",383
"chr22-28798926-28802754",383
"chr3-129892622-129894287",383
"chr3-177196081-177199732",383
"chr4-83484365-83485728",383
"chr5-77775276-77776915",383
"chr7-27739438-27741294",383
"chr7-102424642-102427472",383
"chr7-139108048-139110429",383
"chr8-144137022-144138813",383
"chr1-45339343-45341468",382
"chr1-94417703-94419178",382
"chr1-153633320-153635647",382
"chr11-6480735-6482320",382
"chr11-102451445-102453752",382
"chr13-113296467-113298110",382
"chr14-63542266-63544162",382
"chr15-45586472-45588230",382
"chr2-200887892-200890294",382
"chr2-239264247-239268066",382
"chr22-49917496-49919358",382
"chr5-80406997-80408809",382
"chr5-103258159-103260016",382
"chr6-26025853-26027828",382
"chr6-27864110-27867871",382
"chr6-37432575-37434392",382
"chr1-150148878-150152299",381
"chr1-155134465-155137295",381
"chr1-156281259-156283385",381
"chr11-118908757-118915558",381
"chr12-4320382-4321962",381
"chr12-53046261-53049101",381
"chr14-24135410-24137117",381
"chr14-35825873-35827218",381
"chr14-93184166-93185729",381
"chr15-74842380-74846038",381
"chr16-29789884-29791886",381
"chr16-70437566-70440003",381
"chr17-82036244-82038221",381
"chr18-157986-159427",381
"chr2-174485681-174487894",381
"chr4-6639919-6642087",381
"chr5-78359756-78361971",381
"chr7-6503012-6505147",381
"chr7-30134301-30136680",381
"chr7-99557842-99559596",381
"chr8-89901658-89903325",381
"chr9-127714387-127716599",381
"chr1-52551498-52554086",380
"chr1-202957528-202959109",380
"chr1-205283861-205287077",380
"chr12-990208-992080",380
"chr12-49622003-49624236",380
"chr12-120086657-120087785",380
"chr14-49867685-49868893",380
"chr15-31214565-31217191",380
"chr15-69451927-69454065",380
"chr18-13725792-13727477",380
"chr2-219228406-219230615",380
"chr22-29267088-29270103",380
"chr3-42581363-42582925",380
"chr3-48918002-48920252",380
"chr4-2411929-2414447",380
"chr5-176646324-176649524",380
"chr7-2313665-2315139",380
"chr8-118108611-118112571",380
"chr9-88387324-88389457",380
"chr9-136991366-136993422",380
"chr1-18948146-18952699",379
"chr1-50967792-50970609",379
"chr1-206555351-206560017",379
"chr10-31927502-31930735",379
"chr11-67370054-67375068",379
"chr11-93740015-93742319",379
"chr12-64608791-64612454",379
"chr14-24441831-24443386",379
"chr16-52794-54457",379
"chr16-3400413-3401940",379
"chr16-4537404-4539310",379
"chr17-7582003-7584697",379
"chr17-64918699-64920861",379
"chr17-68035144-68036573",379
"chr17-76452146-76453879",379
"chr19-10269222-10272179",379
"chr19-29712841-29716990",379
"chr2-27085423-27087496",379
"chr2-44360923-44363053",379
"chr22-37483791-37487068",379
"chr3-47162905-47165436",379
"chr3-132416766-132418485",379
"chr5-43483186-43484890",379
"chr5-134175836-134178167",379
"chr6-26204064-26206510",379
"chr8-144790101-144793807",379
"chr9-92668985-92670945",379
"chr9-108933334-108935072",379
"chr9-133130572-133135937",379
"chr1-42035061-42036688",378
"chr1-84504959-84507136",378
"chr1-112955157-112957913",378
"chr1-174021244-174023975",378
"chr12-2812241-2813975",378
"chr12-6890637-6892039",378
"chr15-40892980-40895325",378
"chr17-17280189-17281868",378
"chr18-11849712-11852386",378
"chr18-59139147-59140618",378
"chr19-2944478-2945798",378
"chr19-58406846-58409633",378
"chr2-74198044-74200051",378
"chr2-74553163-74556221",378
"chr20-33666217-33668543",378
"chr21-15729401-15731340",378
"chr3-42590077-42591666",378
"chr4-55947177-55949881",378
"chr5-154444716-154447728",378
"chr6-13813481-13815035",378
"chr6-106519339-106523056",378
"chr7-66492658-66494484",378
"chr7-151085705-151089838",378
"chr8-30155218-30158008",378
"chr9-36257594-36259182",378
"chr10-6163199-6164794",377
"chr10-7407328-7413336",377
"chr10-74176029-74177528",377
"chr10-114172913-114175241",377
"chr11-64339251-64343288",377
"chr11-86244077-86246095",377
"chr11-126268151-126269709",377
"chr12-124916303-124918378",377
"chr14-52729561-52730934",377
"chr16-85027204-85029841",377
"chr19-7679006-7682437",377
"chr19-13747299-13748911",377
"chr2-263448-265557",377
"chr20-46688814-46690265",377
"chr4-1200231-1204285",377
"chr4-109433103-109434996",377
"chr5-154189274-154192157",377
"chr7-135508919-135510939",377
"chr8-41577423-41579529",377
"chr1-42455631-42457332",376
"chr11-74748159-74750076",376
"chr14-24140498-24142315",376
"chr14-50829680-50831984",376
"chr15-75842451-75845415",376
"chr16-2776471-2779171",376
"chr16-78099012-78100522",376
"chr17-18224315-18226724",376
"chr17-30378040-30380339",376
"chr17-43367529-43369912",376
"chr18-57621191-57622615",376
"chr19-35210445-35212574",376
"chr19-46715592-46720758",376
"chr4-88591648-88593654",376
"chr6-31958228-31959760",376
"chr7-32494864-32496414",376
"chr7-74173561-74175279",376
"chr7-77695656-77697795",376
"chr7-158855989-158857249",376
"chr8-130356997-130359330",376
"chr9-4678634-4680509",376
"chr9-107486833-107491445",376
"chr9-130712265-130713806",376
"chr1-10693425-10695649",375
"chr1-145917888-145919871",375
"chr1-165630227-165632277",375
"chr1-180154020-180156664",375
"chr11-85663359-85665619",375
"chr12-26937090-26939740",375
"chr12-53051033-53055090",375
"chr13-114064008-114069411",375
"chr14-49767159-49769362",375
"chr14-93332008-93333773",375
"chr16-50547228-50550476",375
"chr16-74367245-74368726",375
"chr17-2040988-2043012",375
"chr17-59892164-59893995",375
"chr18-9101631-9103854",375
"chr19-51702265-51704918",375
"chr2-29113694-29116946",375
"chr20-44521285-44522640",375
"chr22-23786271-23787917",375
"chr3-17741765-17743435",375
"chr3-122513849-122515399",375
"chr3-129312856-129317340",375
"chr4-105144967-105148206",375
"chr6-53347331-53349528",375
"chr6-158642834-158645391",375
"chr7-6080487-6082043",375
"chr7-149090135-149092105",375
"chr8-38104627-38106321",375
"chr9-125188956-125190803",375
"chr9-135960327-135962782",375
"chr1-12177222-12181439",374
"chr1-19310983-19313425",374
"chr1-31787827-31789834",374
"chr1-37858857-37860552",374
"chr1-43945974-43947825",374
"chr1-173823877-173825463",374
"chr1-226735543-226740259",374
"chr10-80203036-80206212",374
"chr12-111434473-111439105",374
"chr13-21139726-21141264",374
"chr16-22373132-22375574",374
"chr17-62063930-62066396",374
"chr19-10286476-10294645",374
"chr19-19667791-19669903",374
"chr19-35747952-35749174",374
"chr4-76212721-76214705",374
"chr6-2244766-2246654",374
"chr6-144215117-144217051",374
"chr8-123395114-123397113",374
"chr11-60905364-60907363",373
"chr12-7932877-7936756",373
"chr12-49233156-49235743",373
"chr14-24270632-24272224",373
"chr14-31025083-31027401",373
"chr14-73135959-73137658",373
"chr16-14284968-14287265",373
"chr16-67158202-67161431",373
"chr16-89917616-89925052",373
"chr17-47970340-47971697",373
"chr17-49215882-49220082",373
"chr17-80454005-80455679",373
"chr17-81238273-81240314",373
"chr19-35628279-35629707",373
"chr2-9950511-9952427",373
"chr2-218367006-218372241",373
"chr20-4685975-4687648",373
"chr21-34072422-34074745",373
"chr3-50320319-50325009",373
"chr4-16225170-16227973",373
"chr6-31157577-31159810",373
"chr7-140061904-140063559",373
"chr8-66612319-66614410",373
"chr9-111482567-111484833",373
"chr9-131372639-131374197",373
"chr9-132669424-132671430",373
"chr1-9128021-9130494",372
"chr1-28258610-28260814",372
"chr10-70403586-70406015",372
"chr11-62708525-62710385",372
"chr11-72102269-72104040",372
"chr11-72720027-72723089",372
"chr12-22543276-22545056",372
"chr12-51024430-51026965",372
"chr12-107317679-107322483",372
"chr14-103627918-103630213",372
"chr14-104815131-104816966",372
"chr17-11996624-11998181",372
"chr17-50706956-50709015",372
"chr17-75978463-75980430",372
"chr19-34676691-34678405",372
"chr21-33324108-33325851",372
"chr3-43690114-43692511",372
"chr3-50364120-50367978",372
"chr5-43555983-43557939",372
"chr5-134737654-134739714",372
"chr5-139646878-139654063",372
"chr9-112378712-112381158",372
"chr9-120874883-120879713",372
"chr9-133029833-133031357",372
"chrX-3711154-3714350",372
"chr1-42816098-42817840",371
"chr1-52054519-52057468",371
"chr1-100037125-100039414",371
"chr1-203625511-203630306",371
"chr1-236280703-236282775",371
"chr10-119871841-119873865",371
"chr10-125718641-125720302",371
"chr14-70808058-70810361",371
"chr14-77457001-77459468",371
"chr14-100303321-100307905",371
"chr15-65285925-65287969",371
"chr15-74540327-74542375",371
"chr15-78148581-78150306",371
"chr16-3123493-3125210",371
"chr17-40287175-40288558",371
"chr17-81910299-81912876",371
"chr19-916858-922155",371
"chr19-13102200-13105761",371
"chr2-96760156-96761835",371
"chr2-234494210-234498062",371
"chr5-75510489-75512364",371
"chr6-33787773-33789666",371
"chr6-53358484-53360720",371
"chr1-180631441-180632915",370
"chr1-212034649-212036389",370
"chr1-226405460-226408762",370
"chr10-68074083-68075874",370
"chr10-117373529-117376574",370
"chr14-21068394-21073048",370
"chr15-43775686-43778026",370
"chr17-7477180-7480302",370
"chr17-81344741-81347140",370
"chr19-10251370-10252862",370
"chr19-48442684-48446604",370
"chr19-58385505-58387909",370
"chr2-159903293-159905440",370
"chr2-169693297-169695099",370
"chr22-20494450-20496917",370
"chr22-44023618-44027636",370
"chr3-41198577-41201134",370
"chr4-930156-933087",370
"chr5-65623738-65625470",370
"chr5-81970972-81972773",370
"chr5-180069540-180072687",370
"chr7-128530225-128532561",370
"chr8-140999963-141003672",370
"chrX-49190027-49191991",370
"chr11-121291850-121293503",369
"chr12-1795747-1799079",369
"chr12-47816822-47821002",369
"chr12-52035958-52039940",369
"chr14-23285151-23287000",369
"chr14-23468820-23470145",369
"chr14-103846651-103848957",369
"chr15-41230418-41231968",369
"chr17-48907614-48909473",369
"chr17-67824647-67826762",369
"chr19-2900139-2901491",369
