feature,score,p_value,feature_type
AP000282.1,4.92631978864792,0.026670988707885007,RNA
chr3.53044398.53047279,4.921162778906413,0.026750313852864367,ATAC
AC092546.1,4.9172254173035,0.02681104372874415,RNA
chr9.77176702.77179237,4.914942286586205,0.026846324488072396,ATAC
HIST1H4C,4.914337321799829,0.026855680986962782,RNA
chr19.510363.513174,4.91185392365884,0.026894125284744125,ATAC
chr3.196631601.196635094,4.905862552760332,0.026987110941488212,ATAC
PDE4B,4.900240092763213,0.02707467567977709,RNA
chr8.21918175.21920795,4.89811933810224,0.027107781332133707,ATAC
chr19.48332240.48334537,4.885150127459289,0.027311154280569787,ATAC
chr3.127589024.127592469,4.88369922875977,0.027334004772889494,ATAC
chr6.89828769.89830317,4.8793785877293265,0.027402169445331557,ATAC
chr14.89415664.89419391,4.874154603421274,0.027484822295695068,ATAC
chr7.4681544.4684691,4.871686676146776,0.027523959650034673,ATAC
chr12.103928502.103931534,4.862456738163329,0.027670847033346664,ATAC
NRCAM,4.8620535796527875,0.027677281579065474,RNA
chr12.47812129.47814936,4.861575332903564,0.027684916580160358,ATAC
SCN2A,4.860780291029932,0.027697613934561396,RNA
chr5.148825660.148827585,4.8592958180622094,0.02772133821340819,ATAC
chr4.102500280.102502646,4.832715046322193,0.028149745370666043,ATAC
chr9.113409809.113411751,4.826414949714776,0.028252293139776164,ATAC
chr19.46785973.46789151,4.820840977164158,0.028343346347995426,ATAC
chr1.11907316.11910396,4.8029454802623865,0.028637750369620605,ATAC
chr17.82448939.82451302,4.794402946809823,0.02877940868224069,ATAC
chr6.34391017.34394047,4.793246635075723,0.028798639532364976,ATAC
chr19.55079957.55082865,4.7882583032594805,0.028881755205551196,ATAC
CD70,4.785074585975772,0.02893493311263086,RNA
DSCAML1,4.779730828844819,0.02902442002414075,RNA
chr12.49129883.49132213,4.7785659848888935,0.02904396486885989,ATAC
MPEG1,4.77326848348894,0.029133024654213312,RNA
chrX.40174025.40178179,4.758334343890621,0.029385629139828083,ATAC
KLRF1,4.757955124578803,0.029392073137574845,RNA
chr4.39043697.39046627,4.756758079497378,0.029412423958395634,ATAC
chr1.21292603.21295438,4.756580416731533,0.0294154456345448,ATAC
chr14.23320393.23322573,4.756052393149145,0.02942442813532076,ATAC
ST3GAL4,4.74630727586649,0.029590722525048817,RNA
chr10.102117037.102122054,4.746218955436851,0.029592234134478975,ATAC
AJAP1,4.742095026079946,0.029662905225222205,RNA
chr11.119093932.119096108,4.741672615616602,0.02967015393978571,ATAC
chr19.47239114.47244770,4.7414400739757445,0.02967414522634671,ATAC
MTUS2,4.736910011825307,0.029752009952413568,RNA
chr7.44123032.44124360,4.734040053276377,0.029801450382445065,ATAC
chr9.34521713.34523956,4.719002586308476,0.030061904336761373,ATAC
chr15.82044297.82047901,4.716921449168858,0.0300981370492489,ATAC
RPS20,4.714486526465283,0.03014058706233102,RNA
chr16.30334414.30336228,4.714408983539882,0.03014193995840731,ATAC
EIF1B.AS1,4.708984698024536,0.030236735284701943,RNA
AP002381.2,4.70240631658574,0.030352117460974156,RNA
chr22.50467590.50471805,4.6943092790151715,0.030494767676359485,ATAC
chr5.176446969.176449193,4.690208556448206,0.03056727935140892,ATAC
chr6.4774714.4777882,4.676803359524631,0.03080557776301945,ATAC
chr18.59139147.59140618,4.675384381634521,0.030830915624662756,ATAC
chr14.69610474.69612959,4.669393245412459,0.03093813605146895,ATAC
chr19.1880259.1886169,4.667153737083308,0.030978315369204316,ATAC
chr5.139341114.139342945,4.66437604412845,0.031028226065561635,ATAC
chr2.218392844.218402307,4.659010463937631,0.03112487493482623,ATAC
chr2.54722938.54725339,4.6590070343840715,0.03112493681099366,ATAC
chr6.87700584.87702950,4.655580432551839,0.031186823971466406,ATAC
chr16.379656.384551,4.655238526092266,0.03119300612380456,ATAC
GPC4,4.65459055768604,0.03120472582140837,RNA
chr11.69047785.69051851,4.653583550707497,0.03122294852063867,ATAC
MCF2L2,4.647738502236786,0.03132893971201391,RNA
chr18.54268831.54270705,4.646443717501946,0.03135246950849038,ATAC
chr12.6935344.6939080,4.635312453834592,0.031555518467862594,ATAC
chr5.43120486.43122553,4.633995669388572,0.03157962908062458,ATAC
chr15.62059574.62061568,4.632143807630769,0.031613569654676196,ATAC
chr14.72925681.72927411,4.62967734910775,0.03165883364761399,ATAC
RUFY4,4.627264870827065,0.03170317252703468,RNA
chr9.33158430.33162016,4.6266019606520565,0.031715367499374585,ATAC
chr10.31318114.31322031,4.616431534165626,0.03190307966604516,ATAC
AC015983.2,4.611855574481994,0.03198791503727821,RNA
chr6.151451620.151453129,4.608537760819091,0.03204957262650554,ATAC
chr6.118650365.118652301,4.607502950564582,0.032068828740188404,ATAC
SLC35F3,4.6070243518177465,0.03207773876400997,RNA
chr1.108691577.108693754,4.606975926332237,0.0320786404404641,ATAC
ZEB2,4.598858871525098,0.03223015404644705,RNA
chr16.3400413.3401940,4.597838973190035,0.03224924438967681,ATAC
chr1.15616583.15619034,4.59494134137738,0.03230354646967111,ATAC
YES1,4.594176382611613,0.032317897861625235,RNA
chr2.201450879.201452544,4.5939839132632265,0.032321509828710675,ATAC
chr7.2353540.2355656,4.589849972236172,0.03239919121295359,ATAC
TPRG1,4.582018029371602,0.03254689792217529,RNA
chr12.62602110.62604169,4.581937439634598,0.032548421460912746,ATAC
chr17.79796210.79801540,4.58129869583254,0.032560499469529124,ATAC
chr6.38638783.38640922,4.57215447268058,0.03273392236984891,ATAC
chr14.35808354.35809691,4.569113701830931,0.032791805283210566,ATAC
chr22.37240934.37245849,4.566402507904897,0.03284350477358977,ATAC
PRKN,4.565876401426208,0.03285354691880788,RNA
chr1.9651252.9655773,4.564603953077941,0.03287784826779081,ATAC
chr4.37685048.37687515,4.553898518845179,0.03308304777096965,ATAC
chr8.12753486.12756454,4.552054076785973,0.033118536720258246,ATAC
chr7.131101934.131111669,4.541966506053953,0.03331333770006913,ATAC
chr2.27085423.27087496,4.5340326489892195,0.03346739037206886,ATAC
chr6.31350248.31358666,4.531636392264344,0.033514065205965594,ATAC
chr10.62814731.62819246,4.531102351883761,0.0335244766446257,ATAC
chr2.240564810.240570406,4.52793729943858,0.03358625075667144,ATAC
chr7.143379638.143385252,4.527590420345811,0.03359302823029421,ATAC
chr3.197735894.197737731,4.526343612765386,0.033617400715124014,ATAC
chr16.88854431.88858205,4.522972245826256,0.03368339661208134,ATAC
chr19.55638947.55644410,4.518940388291916,0.033762499959687844,ATAC
chr7.158826926.158830614,4.510083839127507,0.033936945120011115,ATAC
chr2.70292887.70294451,4.508555011335097,0.03396715340127071,ATAC
chr10.84327831.84330770,4.5081824817090865,0.03397451852012291,ATAC
chr14.96361893.96364381,4.506905349882602,0.033999780821207304,ATAC
chr20.36604710.36607188,4.504707923908154,0.03404329302818578,ATAC
chr20.43513509.43515328,4.493148377194311,0.03427315061675641,ATAC
chr9.89309763.89311790,4.491555839282699,0.03430494479382093,ATAC
chr11.45146272.45148062,4.48942951331728,0.034347443915180804,ATAC
chr12.69738247.69740168,4.485396329079422,0.03442820714996537,ATAC
chr16.25256913.25259096,4.483565296810491,0.03446493859410258,ATAC
LDLRAD2,4.481921928079808,0.03449794035352375,RNA
SDK1,4.477840166808551,0.0345800526049879,RNA
chr16.4733682.4735527,4.466202338928026,0.03481529487947254,ATAC
chr1.33126777.33128813,4.4626707132145675,0.03488701272389114,ATAC
chr19.39397194.39399038,4.460344257950797,0.034934341317384654,ATAC
chr3.49939523.49940911,4.459585074944654,0.034949800421475004,ATAC
chr16.1988788.1994208,4.457776043273612,0.03498666628889596,ATAC
chr5.56908374.56910923,4.45680097975115,0.035006553791056993,ATAC
chr15.101723168.101725049,4.454695176921979,0.03504954438899807,ATAC
chr6.33271091.33272736,4.454680658197299,0.035049840985021695,ATAC
chr3.42599938.42602244,4.451459489922478,0.0351157097221611,ATAC
chr5.43483186.43484890,4.448308178451371,0.035180275475059135,ATAC
chr8.43055486.43057779,4.4463176770415265,0.03522112200851736,ATAC
ST6GALNAC3,4.446005567276845,0.035227531232110774,RNA
chr13.27423897.27427920,4.441986662599915,0.035310169331542025,ATAC
ABCC3,4.4359571290753514,0.035434531826147704,RNA
chr19.19032278.19034749,4.432220785706015,0.03551182623307476,ATAC
LINC01876,4.4310606085174955,0.035535862957906325,RNA
CTSS,4.426192695863169,0.03563690309666603,RNA
chr19.49468248.49471047,4.425493037094681,0.0356514501914598,ATAC
chr2.30144894.30155073,4.418349654612289,0.03580032987389544,ATAC
chr3.129312856.129317340,4.418245507205988,0.0358025052877738,ATAC
LINC00299,4.415691615826311,0.035855893927787846,RNA
chr14.77039643.77041419,4.414877390547778,0.03587293269798786,ATAC
chr19.9309073.9310515,4.414845383837269,0.03587360265521896,ATAC
chr2.9950511.9952427,4.408201380366877,0.03601295775479477,ATAC
EPHB2,4.402795825834122,0.03612675553981078,RNA
AC090125.1,4.3999468448400165,0.0361868839493224,RNA
ASAP2,4.394958339261439,0.03629242034965374,RNA
chr4.15653672.15656267,4.3946211561789115,0.03629956539922475,ATAC
chr9.19379322.19380795,4.394273829082214,0.03630692694674249,ATAC
chr17.50706956.50709015,4.385332267323107,0.03649698190669563,ATAC
chr1.243848730.243851472,4.378847250193648,0.03663547493755575,ATAC
chr2.71226281.71227833,4.374128442324222,0.036736595417421004,ATAC
chr14.91243300.91246854,4.36290535256983,0.03697827558553114,ATAC
chr2.171159217.171161601,4.358191910424465,0.03708027249735896,ATAC
chr2.219386855.219389142,4.3580709763715255,0.037082893339416466,ATAC
chr20.36571736.36575910,4.3531517536667454,0.03718966596664936,ATAC
chr22.28741364.28742932,4.338354254011572,0.03751279719036513,ATAC
chr17.28743020.28750565,4.330130092408766,0.03769365963906601,ATAC
chr2.234288845.234293221,4.3243296976785155,0.03782176974662885,ATAC
chr1.1573764.1575627,4.323923236839284,0.03783076413847716,ATAC
chr20.57388918.57393904,4.3201322606330415,0.03791476116657819,ATAC
ROBO1,4.313897293637208,0.038053335952414225,RNA
chr12.47705287.47707150,4.311800038689545,0.038100067741482654,ATAC
chr1.221740466.221744056,4.304666127652053,0.038259479638531636,ATAC
chr19.49663647.49666562,4.304485865028202,0.03826351678319978,ATAC
chr15.50906865.50909366,4.295450384964235,0.03846644870654055,ATAC
chr15.88635078.88640760,4.2805867376290365,0.038802740504319144,ATAC
AGAP1,4.277827482333803,0.03886550804227992,RNA
chr11.67352616.67354925,4.271320817633362,0.039013944273095034,ATAC
chr2.24359571.24361353,4.26594650455509,0.03913699725993202,ATAC
chr16.29804465.29812797,4.2629023038459675,0.0392068796366926,ATAC
chr3.169764117.169765671,4.261134096568573,0.03924753060553565,ATAC
chr14.68791990.68797333,4.239493884122938,0.039748640801108764,ATAC
PLEKHA5,4.238700280607193,0.039767145143024936,RNA
chr18.35343534.35344962,4.235567893823871,0.03984027100433149,ATAC
SLCO4C1,4.234585740736919,0.03986322855238619,RNA
chr16.78099012.78100522,4.232059428920389,0.03992234427353867,ATAC
chr7.100427756.100432316,4.230434537949112,0.03996041542495235,ATAC
chr1.28913792.28915830,4.225011548514768,0.040087752378482354,ATAC
chr10.59904979.59907313,4.222762116782344,0.04014069626855006,ATAC
chr12.25249815.25251760,4.221714720650458,0.040165373449406086,ATAC
chr22.24423442.24430072,4.215486824394007,0.040312435561359494,ATAC
chr12.6723504.6724926,4.213536003846923,0.04035861751259932,ATAC
chr1.146035201.146039740,4.210273340547174,0.040435979190132955,ATAC
chr11.117143385.117145757,4.19904436151107,0.040703425795385065,ATAC
chr6.32189127.32193195,4.193083847803294,0.04084614572685067,ATAC
MIR4435.2HG,4.186435302213326,0.04100596122091509,RNA
PTGDR,4.174445732177988,0.04129582729660229,RNA
CCDC26,4.169945237474901,0.04140518934204449,RNA
chr19.4401760.4403486,4.169629253370535,0.04141287919697468,ATAC
chr12.8026014.8027688,4.166222908915922,0.04149587218356004,ATAC
chr1.185155804.185158252,4.160921850965825,0.04162537669807543,ATAC
chr19.18000119.18003046,4.157471253855282,0.04170990304083247,ATAC
chr19.13845907.13848454,4.156928536928268,0.04172321394626805,ATAC
chrX.153924014.153928972,4.155520301925582,0.04175777376877311,ATAC
chr1.156281259.156283385,4.15405022540223,0.041793883400277954,ATAC
ZEB1.AS1,4.153513039411663,0.04180708654854319,RNA
chr17.51119438.51122287,4.14888355096637,0.041921053860476974,ATAC
chr5.131634484.131636545,4.134980464163856,0.0422652856802589,ATAC
RPS7,4.133491701333211,0.042302322502495396,RNA
chr16.2526998.2533535,4.131581284949738,0.04234989910865545,ATAC
chr2.233353237.233356139,4.128373781255177,0.04242990484151441,ATAC
chr5.139402550.139404845,4.126516659022851,0.04247630033116945,ATAC
chr1.3771614.3776479,4.124598720701202,0.042524271229708005,ATAC
PKD2,4.121821148412637,0.04259384418819359,RNA
chr22.36451310.36456842,4.120771603899756,0.042620164496056094,ATAC
chr11.62590758.62592732,4.119663331954631,0.042647976152866016,ATAC
TENT5A,4.1186200459798465,0.04267417447521073,RNA
chr12.57519297.57524476,4.113291926102886,0.04280823532233203,ATAC
C3AR1,4.11133082785874,0.042857690128335,RNA
chr17.47970340.47971697,4.100993558106276,0.04311937096796767,ATAC
chr2.25339517.25343029,4.092179658954266,0.04334381801572072,ATAC
AC087280.2,4.0844972987630825,0.04354045428130555,RNA
chr8.38230764.38232566,4.0793275522970385,0.043673307080877785,ATAC
chr2.74528881.74531259,4.0789872199499655,0.04368206795711716,ATAC
CDK6,4.0780967836132485,0.0437049984390647,RNA
chr2.86622440.86624386,4.075564504864915,0.04377027894165605,ATAC
chr5.65924611.65928032,4.074111892606422,0.04380777271509764,ATAC
chr1.155561984.155564361,4.072349635712392,0.04385330425571957,ATAC
chr12.123383349.123384931,4.071927545550534,0.04386421722705773,ATAC
chr19.48489679.48494453,4.071616346241523,0.04387226499298895,ATAC
chr7.108568932.108570925,4.069297596262511,0.04393227801503145,ATAC
chr20.35276567.35279159,4.0576709009207965,0.04423450322681012,ATAC
chr11.66956736.66959253,4.057251207415322,0.04424545367084898,ATAC
chr16.2903922.2906385,4.054447431915397,0.04431868180758938,ATAC
PCAT1,4.041162037044204,0.04466740693926563,RNA
chr9.3524327.3528987,4.032472501363575,0.04489706071705501,ATAC
chr12.6956267.6963435,4.029049200237041,0.044987875989872146,ATAC
NCAM1,4.028362546720617,0.04500611524058674,RNA
chr3.50296840.50301047,4.0272979654151815,0.045034408628823,ATAC
chr11.413110.419521,4.026121910166768,0.04506568647271324,ATAC
chr1.205748479.205750888,4.024433435831102,0.0451106324572695,ATAC
AC098829.1,4.023895451049563,0.04512496315992656,RNA
ARPP21,4.021414199219679,0.045191120295922475,RNA
chr16.19067021.19068602,4.020107167146645,0.04522601057332735,ATAC
chr18.63317816.63321283,4.018334679317777,0.04527337125962165,ATAC
chr2.219176034.219179080,4.009237783296527,0.045517264079786894,ATAC
chr21.37563118.37565035,4.007221141061614,0.04557151885253991,ATAC
chr6.144149702.144153727,4.004574579832153,0.04564282421922069,ATAC
chr13.48037239.48039008,4.001090634376334,0.045736870478934016,ATAC
chr9.136973101.136981832,4.000586561272944,0.045750494444338374,ATAC
TMEM51,4.000574921255578,0.045750809098477695,RNA
chr2.172555218.172557018,3.9971469374709607,0.045843574152132874,ATAC
chr16.75462744.75465321,3.996946768725468,0.04584899707106819,ATAC
ANO5,3.993836671303293,0.045933342043366306,RNA
LRIG1,3.98958307069057,0.0460489637389305,RNA
AL162493.1,3.9868329096971675,0.04612388230194192,RNA
HES4,3.9826501294710304,0.04623807433186438,RNA
chr4.54063126.54065191,3.972120210566045,0.04652686986829417,ATAC
chr21.31659093.31660709,3.97046985669062,0.04657230513133985,ATAC
chr10.74176029.74177528,3.9650910565600026,0.04672071227020085,ATAC
chr1.23553734.23560499,3.9644536884959627,0.046738331034676325,ATAC
chr4.6986364.6987966,3.9640751722143803,0.0467487976801229,ATAC
HIST1H1B,3.9603446168595715,0.04685208665087047,RNA
CYP46A1,3.9596395142873817,0.04687163609597493,RNA
ENPP2,3.9590252998262807,0.046888672627239586,RNA
chr3.14177615.14179274,3.958005763670038,0.046916966047288094,ATAC
chr5.132471258.132492416,3.955983175893465,0.04697314879916444,ATAC
NRGN,3.95334273730393,0.04704660095032722,RNA
chr1.1777731.1783503,3.9468563618935706,0.04722755552845853,ATAC
GLCCI1,3.9449558789454913,0.04728071366892857,RNA
chr8.144146733.144149149,3.944492495386939,0.04729368448682452,ATAC
MBOAT2,3.9432572957997865,0.04732827798923487,RNA
chr1.150875681.150877436,3.93612714389959,0.04752849114396331,ATAC
chr5.78359756.78361971,3.9345667452480972,0.0475724260296021,ATAC
IGFBP7,3.9341872773945825,0.04758311688474172,RNA
chr9.133140822.133145250,3.9306539381396948,0.04768278459873245,ATAC
chr15.63599245.63602273,3.9235400866086856,0.047884120440968646,ATAC
CENPP,3.9226563280417794,0.04790919519112018,RNA
chr7.2402904.2407406,3.918663313276971,0.048022661516343004,ATAC
chr12.104137109.104138940,3.9174519969537114,0.04805713864868374,ATAC
chr1.19596215.19598041,3.906176650037679,0.04837932162235475,ATAC
chr9.113400706.113401952,3.9036467380316298,0.04845192474087266,ATAC
chr12.51216889.51219029,3.902520345043227,0.04848428688517259,ATAC
chr2.64988141.64990444,3.8982095035165774,0.04860835194930319,ATAC
chr6.150004155.150007483,3.896324674869953,0.04866270232031246,ATAC
SEMA3C,3.891032478656993,0.04881565032760726,RNA
AL160272.1,3.890919866482077,0.04881891041267809,RNA
PADI4,3.8884754987287082,0.04888973081224603,RNA
chr15.41659758.41662352,3.888249656281261,0.048896279601159276,ATAC
chr21.33541352.33543850,3.8872558808726385,0.04892510728656116,ATAC
GZMH,3.8858613500974672,0.04896559049452325,RNA
chr21.34072422.34074745,3.8843366069132945,0.049009894311644535,ATAC
chr1.42765831.42767967,3.8836513771089876,0.049029818549134185,ATAC
chr12.28189898.28192102,3.882036497180575,0.049076807857212856,ATAC
chr5.151213521.151215922,3.8747948303346518,0.04928811024284146,ATAC
chr5.154857159.154860954,3.8744367783546467,0.04929858266610979,ATAC
chr8.143972195.143979191,3.87205356892265,0.049368347566255154,ATAC
chr1.43945974.43947825,3.871235188871702,0.04939232850370089,ATAC
chr3.133572184.133575046,3.870006128459944,0.04942836673386969,ATAC
TMEM163,3.8674789668966603,0.04950255501996471,RNA
WDR49,3.858932391960503,0.049754325544824396,RNA
chr17.38867304.38872714,3.8538461855251764,0.049904801076052725,ATAC
